icd_code,icd_description,candidate_domain,similarity_score,rank_position,model_name,accepted_as_top1
V4572,acquired absence of intestine (large) (small),Nutricao,0.21818020939826965,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4572,acquired absence of intestine (large) (small),Eliminacao e Troca,0.18659457564353943,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3129,unspecified disturbance of conduct,Atividade/Repouso,0.24797959625720978,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
3129,unspecified disturbance of conduct,Seguranca/Protecao,0.24214515089988708,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3129,unspecified disturbance of conduct,Percepcao/Cognicao,0.19592955708503723,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
51189,"other specified forms of effusion, except tuberculous",Percepcao/Cognicao,0.2789393961429596,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
51189,"other specified forms of effusion, except tuberculous",Seguranca/Protecao,0.2523142695426941,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
51189,"other specified forms of effusion, except tuberculous",Enfrentamento/Tolerancia ao Estresse,0.2309720665216446,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78442,dysphonia,Eliminacao e Troca,0.308203786611557,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78442,dysphonia,Atividade/Repouso,0.30796241760253906,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78442,dysphonia,Conforto,0.30067670345306396,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
9986,persistent postoperative fistula,Eliminacao e Troca,0.31744304299354553,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
9986,persistent postoperative fistula,Sexualidade,0.2652486264705658,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
9986,persistent postoperative fistula,Nutricao,0.25480231642723083,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8499,accidents occurring in unspecified place,Seguranca/Protecao,0.23455768823623657,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8499,accidents occurring in unspecified place,Percepcao/Cognicao,0.15731529891490936,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8499,accidents occurring in unspecified place,Atividade/Repouso,0.12916535139083862,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
71590,"osteoarthrosis, unspecified whether generalized or localized, site unspecified",Seguranca/Protecao,0.2346688210964203,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
71590,"osteoarthrosis, unspecified whether generalized or localized, site unspecified",Atividade/Repouso,0.1958485245704651,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
71590,"osteoarthrosis, unspecified whether generalized or localized, site unspecified",Promocao da Saude,0.16831466555595398,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
7260,adhesive capsulitis of shoulder,Enfrentamento/Tolerancia ao Estresse,0.2288782000541687,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
7260,adhesive capsulitis of shoulder,Percepcao/Cognicao,0.19612938165664673,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
7260,adhesive capsulitis of shoulder,Seguranca/Protecao,0.18345215916633606,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8495,street and highway accidents,Percepcao/Cognicao,0.2205367386341095,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8495,street and highway accidents,Seguranca/Protecao,0.18006277084350586,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8495,street and highway accidents,Sexualidade,0.14750473201274872,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V707,person on outside of bus injured in collision with pedestrian or animal in traffic accident,Seguranca/Protecao,0.12460619956254959,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V707,person on outside of bus injured in collision with pedestrian or animal in traffic accident,Atividade/Repouso,0.09247042238712311,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V707,person on outside of bus injured in collision with pedestrian or animal in traffic accident,Percepcao/Cognicao,0.08619144558906555,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
28412,other drug-induced pancytopenia,Conforto,0.3520512580871582,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
28412,other drug-induced pancytopenia,Percepcao/Cognicao,0.3434735834598541,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
28412,other drug-induced pancytopenia,Enfrentamento/Tolerancia ao Estresse,0.32419389486312866,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
44102,"dissection of aorta, abdominal",Eliminacao e Troca,0.3030131161212921,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
44102,"dissection of aorta, abdominal",Enfrentamento/Tolerancia ao Estresse,0.2923741340637207,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
44102,"dissection of aorta, abdominal",Atividade/Repouso,0.27728456258773804,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45981,"venous (peripheral) insufficiency, unspecified",Nutricao,0.22813402116298676,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
45981,"venous (peripheral) insufficiency, unspecified",Percepcao/Cognicao,0.2262425273656845,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45981,"venous (peripheral) insufficiency, unspecified",Atividade/Repouso,0.22393804788589478,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5772,cyst and pseudocyst of pancreas,Conforto,0.29994893074035645,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
5772,cyst and pseudocyst of pancreas,Eliminacao e Troca,0.27584123611450195,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5772,cyst and pseudocyst of pancreas,Percepcao/Cognicao,0.2741014361381531,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78057,unspecified sleep apnea,Atividade/Repouso,0.2881600260734558,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78057,unspecified sleep apnea,Percepcao/Cognicao,0.2351895421743393,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78057,unspecified sleep apnea,Enfrentamento/Tolerancia ao Estresse,0.23207341134548187,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
79021,impaired fasting glucose,Nutricao,0.3917157053947449,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
79021,impaired fasting glucose,Atividade/Repouso,0.3664591312408447,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
79021,impaired fasting glucose,Eliminacao e Troca,0.301185667514801,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8523,"body mass index 27.0-27.9, adult",Autopercepcao,0.2672695219516754,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8523,"body mass index 27.0-27.9, adult",Atividade/Repouso,0.24351486563682556,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8523,"body mass index 27.0-27.9, adult",Promocao da Saude,0.18987947702407837,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2397,neoplasm of unspecified nature of endocrine glands and other parts of nervous system,Percepcao/Cognicao,0.39165812730789185,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
2397,neoplasm of unspecified nature of endocrine glands and other parts of nervous system,Nutricao,0.3422119617462158,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2397,neoplasm of unspecified nature of endocrine glands and other parts of nervous system,Conforto,0.2864495813846588,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4401,atherosclerosis of renal artery,Eliminacao e Troca,0.44725409150123596,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4401,atherosclerosis of renal artery,Atividade/Repouso,0.28168925642967224,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4401,atherosclerosis of renal artery,Sexualidade,0.2316480427980423,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78820,"retention of urine, unspecified",Eliminacao e Troca,0.3281795084476471,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78820,"retention of urine, unspecified",Nutricao,0.2530266344547272,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78820,"retention of urine, unspecified",Sexualidade,0.2001444548368454,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V1582,personal history of tobacco use,Enfrentamento/Tolerancia ao Estresse,0.1889083981513977,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V1582,personal history of tobacco use,Sexualidade,0.18125364184379578,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V1582,personal history of tobacco use,Percepcao/Cognicao,0.13520598411560059,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
53085,barrett's esophagus,Atividade/Repouso,0.15219858288764954,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
53085,barrett's esophagus,Nutricao,0.14987894892692566,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
53085,barrett's esophagus,Crescimento/Desenvolvimento,0.13929343223571777,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
59969,"urinary obstruction, not elsewhere classified",Eliminacao e Troca,0.364629328250885,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
59969,"urinary obstruction, not elsewhere classified",Sexualidade,0.24024322628974915,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
59969,"urinary obstruction, not elsewhere classified",Nutricao,0.232240229845047,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
99749,other digestive system complications,Eliminacao e Troca,0.5476633310317993,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
99749,other digestive system complications,Nutricao,0.42772671580314636,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
99749,other digestive system complications,Percepcao/Cognicao,0.4046310484409332,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V160,pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,Atividade/Repouso,0.2258174568414688,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V160,pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,Percepcao/Cognicao,0.11129723489284515,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V160,pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,Conforto,0.07631755620241165,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V643,unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,Seguranca/Protecao,0.2017376720905304,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V643,unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,Atividade/Repouso,0.14745961129665375,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V643,unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,Percepcao/Cognicao,0.14184318482875824,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2411,nontoxic multinodular goiter,Nutricao,0.23396915197372437,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
2411,nontoxic multinodular goiter,Eliminacao e Troca,0.21893425285816193,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2411,nontoxic multinodular goiter,Percepcao/Cognicao,0.2173016369342804,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3051,tobacco use disorder,Enfrentamento/Tolerancia ao Estresse,0.27177536487579346,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
3051,tobacco use disorder,Sexualidade,0.18519227206707,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3051,tobacco use disorder,Percepcao/Cognicao,0.16870248317718506,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4239,unspecified disease of pericardium,Atividade/Repouso,0.2922769784927368,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4239,unspecified disease of pericardium,Conforto,0.26036953926086426,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4239,unspecified disease of pericardium,Seguranca/Protecao,0.24227923154830933,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
6961,other psoriasis,Enfrentamento/Tolerancia ao Estresse,0.30222806334495544,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
6961,other psoriasis,Percepcao/Cognicao,0.22688178718090057,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
6961,other psoriasis,Conforto,0.22181200981140137,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
75249,"other anomalies of cervix, vagina, and external female genitalia",Sexualidade,0.53094083070755,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
75249,"other anomalies of cervix, vagina, and external female genitalia",Nutricao,0.38096553087234497,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
75249,"other anomalies of cervix, vagina, and external female genitalia",Percepcao/Cognicao,0.37095147371292114,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
79022,impaired glucose tolerance test (oral),Nutricao,0.3712523579597473,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
79022,impaired glucose tolerance test (oral),Atividade/Repouso,0.29276248812675476,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
79022,impaired glucose tolerance test (oral),Percepcao/Cognicao,0.2802644670009613,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V151,pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident,Atividade/Repouso,0.24743610620498657,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V151,pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident,Percepcao/Cognicao,0.17374339699745178,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V151,pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident,Conforto,0.12928660213947296,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4240,mitral valve disorders,Atividade/Repouso,0.38732773065567017,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4240,mitral valve disorders,Eliminacao e Troca,0.2923428416252136,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4240,mitral valve disorders,Principios Vitais,0.2681461274623871,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4589,"hypotension, unspecified",Seguranca/Protecao,0.3223608136177063,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4589,"hypotension, unspecified",Nutricao,0.2781200408935547,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4589,"hypotension, unspecified",Atividade/Repouso,0.2696291506290436,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45989,other specified disorders of circulatory system,Atividade/Repouso,0.5500611066818237,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
45989,other specified disorders of circulatory system,Percepcao/Cognicao,0.44928812980651855,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45989,other specified disorders of circulatory system,Eliminacao e Troca,0.41574734449386597,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5730,chronic passive congestion of liver,Eliminacao e Troca,0.2969409227371216,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
5730,chronic passive congestion of liver,Conforto,0.26774540543556213,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5730,chronic passive congestion of liver,Atividade/Repouso,0.2662874162197113,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
60000,hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (luts),Sexualidade,0.3185349702835083,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
60000,hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (luts),Eliminacao e Troca,0.29518043994903564,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
60000,hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (luts),Percepcao/Cognicao,0.21743331849575043,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8533,"body mass index 33.0-33.9, adult",Autopercepcao,0.2586846947669983,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8533,"body mass index 33.0-33.9, adult",Atividade/Repouso,0.25085413455963135,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8533,"body mass index 33.0-33.9, adult",Nutricao,0.21164564788341522,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4264,right bundle branch block,Atividade/Repouso,0.2671058177947998,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4264,right bundle branch block,Sexualidade,0.23199918866157532,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4264,right bundle branch block,Eliminacao e Troca,0.21061664819717407,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
7823,edema,Percepcao/Cognicao,0.309900164604187,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
7823,edema,Nutricao,0.2995486259460449,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
7823,edema,Atividade/Repouso,0.2503599524497986,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8339,other disorders of phosphorus metabolism,Nutricao,0.3411397635936737,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8339,other disorders of phosphorus metabolism,Eliminacao e Troca,0.31448671221733093,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8339,other disorders of phosphorus metabolism,Conforto,0.30481231212615967,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V180,pedal cycle driver injured in noncollision transport accident in nontraffic accident,Atividade/Repouso,0.21054284274578094,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V180,pedal cycle driver injured in noncollision transport accident in nontraffic accident,Seguranca/Protecao,0.0842645987868309,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V180,pedal cycle driver injured in noncollision transport accident in nontraffic accident,Percepcao/Cognicao,0.08127429336309433,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
32723,obstructive sleep apnea (adult)(pediatric),Atividade/Repouso,0.3492175340652466,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
32723,obstructive sleep apnea (adult)(pediatric),Crescimento/Desenvolvimento,0.328125,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
32723,obstructive sleep apnea (adult)(pediatric),Enfrentamento/Tolerancia ao Estresse,0.2920432388782501,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4556,unspecified hemorrhoids without mention of complication,Seguranca/Protecao,0.2659441828727722,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4556,unspecified hemorrhoids without mention of complication,Percepcao/Cognicao,0.202914297580719,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4556,unspecified hemorrhoids without mention of complication,Eliminacao e Troca,0.18944843113422394,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78062,postprocedural fever,Seguranca/Protecao,0.311003178358078,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78062,postprocedural fever,Conforto,0.27136898040771484,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78062,postprocedural fever,Sexualidade,0.22021940350532532,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8798,"other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Seguranca/Protecao,0.31337034702301025,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8798,"other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Percepcao/Cognicao,0.23072309792041779,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8798,"other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Sexualidade,0.22031810879707336,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E9063,bite of other animal except arthropod,Seguranca/Protecao,0.18499547243118286,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E9063,bite of other animal except arthropod,Nutricao,0.1669279932975769,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E9063,bite of other animal except arthropod,Eliminacao e Troca,0.1623345911502838,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V173,person boarding or alighting a pedal cycle injured in collision with fixed or stationary object,Atividade/Repouso,0.35686829686164856,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V173,person boarding or alighting a pedal cycle injured in collision with fixed or stationary object,Conforto,0.17153063416481018,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V173,person boarding or alighting a pedal cycle injured in collision with fixed or stationary object,Seguranca/Protecao,0.16551917791366577,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8532,"body mass index 32.0-32.9, adult",Nutricao,0.2664235532283783,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8532,"body mass index 32.0-32.9, adult",Atividade/Repouso,0.20813724398612976,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8532,"body mass index 32.0-32.9, adult",Autopercepcao,0.187112495303154,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3559,mononeuritis of unspecified site,Percepcao/Cognicao,0.27028602361679077,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
3559,mononeuritis of unspecified site,Eliminacao e Troca,0.21160241961479187,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
3559,mononeuritis of unspecified site,Conforto,0.17135100066661835,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4111,intermediate coronary syndrome,Atividade/Repouso,0.3605023920536041,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4111,intermediate coronary syndrome,Percepcao/Cognicao,0.252582311630249,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4111,intermediate coronary syndrome,Conforto,0.23168081045150757,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5762,obstruction of bile duct,Eliminacao e Troca,0.41741541028022766,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
5762,obstruction of bile duct,Atividade/Repouso,0.2599538564682007,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5762,obstruction of bile duct,Nutricao,0.24954546988010406,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78605,shortness of breath,Atividade/Repouso,0.25524723529815674,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78605,shortness of breath,Crescimento/Desenvolvimento,0.21409034729003906,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78605,shortness of breath,Eliminacao e Troca,0.16511070728302002,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8490,home accidents,Papeis e Relacionamentos,0.17977796494960785,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8490,home accidents,Percepcao/Cognicao,0.16592398285865784,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8490,home accidents,Seguranca/Protecao,0.13318400084972382,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8809,"other disorders of plasma-protein metabolism, not elsewhere classified",Nutricao,0.3002815246582031,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E8809,"other disorders of plasma-protein metabolism, not elsewhere classified",Eliminacao e Troca,0.27503731846809387,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E8809,"other disorders of plasma-protein metabolism, not elsewhere classified",Conforto,0.25051331520080566,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V453,unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,Percepcao/Cognicao,0.1440667361021042,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V453,unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,Seguranca/Protecao,0.12530402839183807,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V453,unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,Atividade/Repouso,0.06797541677951813,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4571,acquired absence of breast and nipple,Autopercepcao,0.17532400786876678,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V4571,acquired absence of breast and nipple,Crescimento/Desenvolvimento,0.16452577710151672,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4571,acquired absence of breast and nipple,Nutricao,0.1164775937795639,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V851,passenger of special construction vehicle injured in traffic accident,Percepcao/Cognicao,0.1994432657957077,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V851,passenger of special construction vehicle injured in traffic accident,Seguranca/Protecao,0.14664366841316223,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V851,passenger of special construction vehicle injured in traffic accident,Enfrentamento/Tolerancia ao Estresse,0.13582491874694824,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
20190,"hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",Eliminacao e Troca,0.2587205767631531,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
20190,"hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",Percepcao/Cognicao,0.2448379546403885,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
20190,"hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",Seguranca/Protecao,0.23254847526550293,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
29284,drug-induced mood disorder,Enfrentamento/Tolerancia ao Estresse,0.4585270881652832,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
29284,drug-induced mood disorder,Percepcao/Cognicao,0.2597578465938568,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
29284,drug-induced mood disorder,Atividade/Repouso,0.25065192580223083,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5921,calculus of ureter,Eliminacao e Troca,0.5000427961349487,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
5921,calculus of ureter,Nutricao,0.26540660858154297,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5921,calculus of ureter,Atividade/Repouso,0.18338415026664734,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78009,other alteration of consciousness,Percepcao/Cognicao,0.49494582414627075,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78009,other alteration of consciousness,Enfrentamento/Tolerancia ao Estresse,0.3166886568069458,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78009,other alteration of consciousness,Principios Vitais,0.30315083265304565,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
99674,"other complications due to other vascular device, implant, and graft",Percepcao/Cognicao,0.38627883791923523,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
99674,"other complications due to other vascular device, implant, and graft",Seguranca/Protecao,0.37942492961883545,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
99674,"other complications due to other vascular device, implant, and graft",Atividade/Repouso,0.3565903604030609,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4611,"dependence on respirator, status",Atividade/Repouso,0.29667943716049194,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V4611,"dependence on respirator, status",Crescimento/Desenvolvimento,0.19922202825546265,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4611,"dependence on respirator, status",Percepcao/Cognicao,0.19066107273101807,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30301,"acute alcoholic intoxication in alcoholism, continuous",Enfrentamento/Tolerancia ao Estresse,0.30014920234680176,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
30301,"acute alcoholic intoxication in alcoholism, continuous",Eliminacao e Troca,0.22781440615653992,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30301,"acute alcoholic intoxication in alcoholism, continuous",Percepcao/Cognicao,0.18841613829135895,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
53010,"esophagitis, unspecified",Seguranca/Protecao,0.2831224203109741,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
53010,"esophagitis, unspecified",Eliminacao e Troca,0.27290481328964233,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
53010,"esophagitis, unspecified",Nutricao,0.26207271218299866,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
7905,other nonspecific abnormal serum enzyme levels,Eliminacao e Troca,0.31586602330207825,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
